OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
f1_seq3589,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,Ohtaekwangia koreensis
f1_seq3590,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3591,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,uncultured bacterium
f1_seq3592,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,uncultured bacterium
f1_seq3593,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteria bacterium,
f1_seq3594,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3595,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3596,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f1_seq3597,Bacteria,Latescibacterota,uncultured bacterium,,,,
f1_seq3598,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3599,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured Haliscomenobacter sp.
f1_seq3600,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3601,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3602,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
f1_seq3603,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,Luteitalea pratensis
f1_seq3604,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter antibioticus
f1_seq3605,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
f1_seq3606,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured soil bacterium,
f1_seq3607,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f1_seq3608,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured Verrucomicrobia bacterium
f1_seq3609,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
f1_seq3610,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3611,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,uncultured bacterium
f1_seq3612,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,uncultured bacterium,
f1_seq3613,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3614,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured Alphaproteobacteria bacterium
f1_seq3615,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,metagenome
f1_seq3616,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,Sphingosinicella sp.
f1_seq3617,Unclassified,,,,,,
f1_seq3618,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3619,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,uncultured Methylococcaceae bacterium
f1_seq3620,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,metagenome,
f1_seq3621,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured Candidatus Saccharibacteria bacterium,,
f1_seq3622,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. Z2-YC6852
f1_seq3623,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niastella,Niastella populi
f1_seq3624,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3625,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,uncultured,uncultured bacterium
f1_seq3626,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3627,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
f1_seq3628,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,Arenimicrobium luteum
f1_seq3629,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured Bacteroidetes bacterium
f1_seq3630,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus Udaeobacter,uncultured bacterium
f1_seq3631,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
f1_seq3632,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,BIyi10,metagenome
f1_seq3633,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
f1_seq3634,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,uncultured bacterium,,
f1_seq3635,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,metagenome,
f1_seq3636,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,metagenome
f1_seq3637,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,uncultured bacterium,
f1_seq3638,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,uncultured bacterium
f1_seq3639,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f1_seq3640,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured Flexibacteraceae bacterium
f1_seq3641,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured bacterium
f1_seq3642,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium
f1_seq3643,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Larkinella,Larkinella ripae
f1_seq3644,Unclassified,,,,,,
f1_seq3645,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,uncultured bacterium
f1_seq3646,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,metagenome,
f1_seq3647,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,metagenome,
f1_seq3648,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f1_seq3649,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga ginsengihumi
f1_seq3650,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,uncultured bacterium,
f1_seq3651,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured Sphingomonadaceae bacterium
f1_seq3652,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,uncultured bacterium
f1_seq3653,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,uncultured bacterium
f1_seq3654,Unclassified,,,,,,
f1_seq3655,Unclassified,,,,,,
f1_seq3656,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium
f1_seq3657,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
f1_seq3658,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured Prosthecobacter sp.,
f1_seq3659,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia sp. DF4EH6
f1_seq3660,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured bacterium,
f1_seq3661,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
f1_seq3662,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga sp. NR 2-02
f1_seq3663,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f1_seq3664,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f1_seq3665,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,bacterium Ellin6067
f1_seq3666,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Niastella sp.
f1_seq3667,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,uncultured,uncultured Acidobacteria bacterium
f1_seq3668,Unclassified,,,,,,
f1_seq3669,Unclassified,,,,,,
f1_seq3670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,uncultured bacterium
f1_seq3671,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f1_seq3672,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes missouriensis
f1_seq3673,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,uncultured actinobacterium,,
f1_seq3674,Unclassified,,,,,,
f1_seq3675,Unclassified,,,,,,
f1_seq3676,Unclassified,,,,,,
f1_seq3677,Unclassified,,,,,,
f1_seq3678,Unclassified,,,,,,
f1_seq3679,Unclassified,,,,,,
f1_seq3680,Unclassified,,,,,,
f1_seq3681,Unclassified,,,,,,
f1_seq3682,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3683,Unclassified,,,,,,
f1_seq3684,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,
f1_seq3685,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured bacterium
f1_seq3686,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,uncultured,uncultured actinobacterium
f1_seq3687,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured bacterium
f1_seq3688,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3689,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,uncultured bacterium
f1_seq3690,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured Acidobacteria bacterium,
f1_seq3691,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
f1_seq3692,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f1_seq3693,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,uncultured Rubrobacter sp.
f1_seq3694,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3695,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,uncultured bacterium
f1_seq3696,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa,Asanoa hainanensis
f1_seq3697,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
f1_seq3698,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
f1_seq3699,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3700,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3701,Unclassified,,,,,,
f1_seq3702,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
f1_seq3703,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
f1_seq3704,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured bacterium
f1_seq3705,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hiroshimensis
f1_seq3706,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3707,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas sp.
f1_seq3708,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Koliella longiseta,,
f1_seq3709,Bacteria,Acidobacteriota,Subgroup 25,uncultured bacterium,,,
f1_seq3710,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,uncultured,metagenome
f1_seq3711,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella,uncultured bacterium
f1_seq3712,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3713,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,uncultured,metagenome
f1_seq3714,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
f1_seq3715,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,uncultured Comamonadaceae bacterium
f1_seq3716,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured bacterium,
f1_seq3717,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Pseudarthrobacter,uncultured bacterium
f1_seq3718,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes italicus
f1_seq3719,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Caldilineaceae bacterium,
f1_seq3720,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f1_seq3721,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured Sphingobacteriales bacterium
f1_seq3722,Unclassified,,,,,,
f1_seq3723,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,uncultured Bacteroidetes bacterium
f1_seq3724,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,uncultured Blastococcus sp.
f1_seq3725,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3726,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f1_seq3727,Bacteria,Acidobacteriota,Holophagae,Subgroup 7,uncultured Acidobacteria bacterium,,
f1_seq3728,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,uncultured bacterium
f1_seq3729,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured soil bacterium,
f1_seq3730,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f1_seq3731,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium,uncultured bacterium
f1_seq3732,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,uncultured Myxococcus sp.
f1_seq3733,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,Solirubrobacter taibaiensis
f1_seq3734,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Acidibacter,uncultured bacterium
f1_seq3735,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured Gemmatimonadales bacterium
f1_seq3736,Unclassified,,,,,,
f1_seq3737,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,uncultured bacterium,,
f1_seq3738,Bacteria,Planctomycetota,Planctomycetes,uncultured,uncultured bacterium,,
f1_seq3739,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3740,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3741,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured soil bacterium,
f1_seq3742,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3743,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured bacterium,
f1_seq3744,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,Acidobacteria bacterium WX184
f1_seq3745,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,Taibaiella koreensis
f1_seq3746,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured bacterium,
f1_seq3747,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Chryseolinea,uncultured Flexibacter sp.
f1_seq3748,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3749,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,Arenimicrobium luteum
f1_seq3750,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
f1_seq3751,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured Bacteroidetes bacterium
f1_seq3752,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,uncultured,uncultured Acidobacteria bacterium
f1_seq3753,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
f1_seq3754,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3755,Unclassified,,,,,,
f1_seq3756,Unclassified,,,,,,
f1_seq3757,Unclassified,,,,,,
f1_seq3758,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,uncultured bacterium
f1_seq3759,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured bacterium
f1_seq3760,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
f1_seq3761,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp.
f1_seq3762,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,metagenome
f1_seq3763,Unclassified,,,,,,
f1_seq3764,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,uncultured bacterium #0319-6E22,,
f1_seq3765,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,uncultured bacterium,,
f1_seq3766,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,
f1_seq3767,Unclassified,,,,,,
f1_seq3768,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Herbaspirillum piri
f1_seq3769,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,uncultured Alphaproteobacteria bacterium
f1_seq3770,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,uncultured bacterium,,
f1_seq3771,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Haslea wawrikae,,
f1_seq3772,Unclassified,,,,,,
f1_seq3773,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured bacterium
f1_seq3774,Unclassified,,,,,,
f1_seq3775,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured archaeon,
f1_seq3776,Unclassified,,,,,,
f1_seq3777,Unclassified,,,,,,
f1_seq3778,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured Sphingobacteriales bacterium
f1_seq3779,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,uncultured bacterium
f1_seq3780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,Kaistia terrae
f1_seq3781,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus Nitrososphaera,uncultured archaeon
f1_seq3782,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,uncultured crenarchaeote,
f1_seq3783,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
f1_seq3784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,bacterium 'ma e2.4.8'
f1_seq3785,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Silene dioica (red campion),
f1_seq3786,Bacteria,Actinobacteriota,MB-A2-108,uncultured bacterium,,,
f1_seq3787,Unclassified,,,,,,
f1_seq3788,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,unidentified
f1_seq3789,Unclassified,,,,,,
f1_seq3790,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,uncultured Steroidobacter sp.
f1_seq3791,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,uncultured Acidobacteria bacterium
f1_seq3792,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus apis
f1_seq3793,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Snodgrassella,Snodgrassella alvi
f1_seq3794,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,uncultured bacterium
f1_seq3795,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia sp.
f1_seq3796,Bacteria,Chloroflexi,KD4-96,uncultured Chloroflexi bacterium,,,
